Row,0,0.43633,0.87266,1.309,1.7453
180,0,14.0166666666667,52.8166666666667,53,47.3833333333333
235,33.1666666666667,24.4666666666667,95.8833333333333,92.9833333333333,88.6333333333333
290,106.75,36.4,143.633333333333,150.566666666667,134.15
345,200.6,60.8833333333333,197.033333333333,207.65,183.75
400,280.833333333333,89.9666666666667,255.716666666667,277.4,236.866666666667
