            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2462953.500000000, A.D. 2031-Mar-28 00:00:00.0000, -1.454215593836246E+00, -6.888625417706087E-01,  2.122099251705177E-02,  6.521988625082776E-03, -1.144251987356324E-02, -3.997343675235066E-04,  9.294323510225804E-03,  1.609262230133603E+00, -1.000792143703532E-03,
2462954.500000000, A.D. 2031-Mar-29 00:00:00.0000, -1.447642005598359E+00, -7.002803809374523E-01,  2.082051066622694E-02,  6.625141728385435E-03, -1.139300774741328E-02, -4.012250576436548E-04,  9.288522999379701E-03,  1.608257902813832E+00, -1.007852883189723E-03,
2462955.500000000, A.D. 2031-Mar-30 00:00:00.0000, -1.440965403928913E+00, -7.116482557706940E-01,  2.041855103042820E-02,  6.728014276318708E-03, -1.134259112126965E-02, -4.026899057694653E-04,  9.282681876731001E-03,  1.607246543778417E+00, -1.014855482282897E-03,
2462956.500000000, A.D. 2031-Mar-31 00:00:00.0000, -1.434186073021977E+00, -7.229652616041192E-01,  2.001513953880878E-02,  6.830598961528439E-03, -1.129126968540599E-02, -4.041287279845761E-04,  9.276800479861468E-03,  1.606228211477830E+00, -1.021799293664795E-03,
2462957.500000000, A.D. 2031-Apr-01 00:00:00.0000, -1.427304304404376E+00, -7.342304934767571E-01,  1.961030230626675E-02,  6.932888438447207E-03, -1.123904316484973E-02, -4.055413431681234E-04,  9.270879150095921E-03,  1.605202965010632E+00, -1.028683677607783E-03,
2462958.500000000, A.D. 2031-Apr-02 00:00:00.0000, -1.420320396982322E+00, -7.454430461750458E-01,  1.920406563401665E-02,  7.034875316084959E-03, -1.118591132341927E-02, -4.069275698701840E-04,  9.264918232518404E-03,  1.604170864126272E+00, -1.035507994439335E-03,
2462959.500000000, A.D. 2031-Apr-03 00:00:00.0000, -1.413234657087529E+00, -7.566020142754769E-01,  1.879645600986037E-02,  7.136552148393457E-03, -1.113187396619943E-02, -4.082872220788423E-04,  9.258918075983058E-03,  1.603131969226971E+00, -1.042271595612786E-03,
2462960.500000000, A.D. 2031-Apr-04 00:00:00.0000, -1.406047398523021E+00, -7.677064921892698E-01,  1.838750010818262E-02,  7.237911430924573E-03, -1.107693094333279E-02, -4.096201079946430E-04,  9.252879033125144E-03,  1.602086341369633E+00, -1.048973819854238E-03,
2462961.500000000, A.D. 2031-Apr-05 00:00:00.0000, -1.398758942609678E+00, -7.787555742093354E-01,  1.797722479011208E-02,  7.338945609315785E-03, -1.102108215767468E-02, -4.109260344858774E-04,  9.246801460378555E-03,  1.601034042268874E+00, -1.055613997780637E-03,
2462962.500000000, A.D. 2031-Apr-06 00:00:00.0000, -1.391369618233578E+00, -7.897483545580690E-01,  1.756565710394575E-02,  7.439647090849545E-03, -1.096432756901765E-02, -4.122048127446881E-04,  9.240685717996303E-03,  1.599975134300569E+00, -1.062191460407114E-03,
2462963.500000000, A.D. 2031-Apr-07 00:00:00.0000, -1.383879761893078E+00, -8.006839274347841E-01,  1.715282428543822E-02,  7.540008245498511E-03, -1.090666719017152E-02, -4.134562585773090E-04,  9.234532170065084E-03,  1.598909680504374E+00, -1.068705542151544E-03,
2462964.500000000, A.D. 2031-Apr-08 00:00:00.0000, -1.376289717744996E+00, -8.115613870635829E-01,  1.673875375765099E-02,  7.640021399115454E-03, -1.084810107924087E-02, -4.146801888255263E-04,  9.228341184512693E-03,  1.597837744585014E+00, -1.075155579138460E-03,
2462965.500000000, A.D. 2031-Apr-09 00:00:00.0000, -1.368599837650634E+00, -8.223798277430777E-01,  1.632347313063218E-02,  7.739678829161064E-03, -1.078862933388531E-02, -4.158764190198918E-04,  9.222113133116303E-03,  1.596759390913710E+00, -1.081540909201533E-03,
2462966.500000000, A.D. 2031-Apr-10 00:00:00.0000, -1.360810481222919E+00, -8.331383438978994E-01,  1.590701020149455E-02,  7.838972763653021E-03, -1.072825209305536E-02, -4.170447628662613E-04,  9.215848391517885E-03,  1.595674684530853E+00, -1.087860871140200E-03,
2462967.500000000, A.D. 2031-Apr-11 00:00:00.0000, -1.352922015874693E+00, -8.438360301307960E-01,  1.548939295498053E-02,  7.937895378080964E-03, -1.066696954790885E-02, -4.181850313564738E-04,  9.209547339243491E-03,  1.594583691149342E+00, -1.094114797388446E-03,
2462968.500000000, A.D. 2031-Apr-12 00:00:00.0000, -1.344934816866846E+00, -8.544719812750516E-01,  1.507064956393167E-02,  8.036438793176970E-03, -1.060478195451508E-02, -4.192970325708143E-04,  9.203210359718701E-03,  1.593486477157258E+00, -1.100302006119073E-03,
2462969.500000000, A.D. 2031-Apr-13 00:00:00.0000, -1.336849267355232E+00, -8.650452924483574E-01,  1.465080838914477E-02,  8.134595080341764E-03, -1.054168963547481E-02, -4.203805744787787E-04,  9.196837840278560E-03,  1.592383109619585E+00, -1.106421805387866E-03,
2462970.500000000, A.D. 2031-Apr-14 00:00:00.0000, -1.328665758437039E+00, -8.755550591088069E-01,  1.422989797888317E-02,  8.232356270424899E-03, -1.047769297027618E-02, -4.214354684723788E-04,  9.190430172177674E-03,  1.591273656279959E+00, -1.112473506105427E-03,
2462971.500000000, A.D. 2031-Apr-15 00:00:00.0000, -1.320384689197985E+00, -8.860003771121924E-01,  1.380794706871035E-02,  8.329714357067359E-03, -1.041279238880951E-02, -4.224615303650946E-04,  9.183987750604871E-03,  1.590158185563203E+00, -1.118456428916926E-03,
2462972.500000000, A.D. 2031-Apr-16 00:00:00.0000, -1.312006466760353E+00, -8.963803427693329E-01,  1.338498458173230E-02,  8.426661292225040E-03, -1.034698837338297E-02, -4.234585782703457E-04,  9.177510974698317E-03,  1.589036766577950E+00, -1.124369900026845E-03,
2462973.500000000, A.D. 2031-Apr-17 00:00:00.0000, -1.303531506330687E+00, -9.066940529035142E-01,  1.296103962872167E-02,  8.523188977070481E-03, -1.028028146151564E-02, -4.244264284997034E-04,  9.171000247555215E-03,  1.587909469118315E+00, -1.130213242853872E-03,
2462974.500000000, A.D. 2031-Apr-18 00:00:00.0000, -1.294960231246702E+00, -9.169406049094846E-01,  1.253614150786277E-02,  8.619289254638602E-03, -1.021267224698989E-02, -4.253648922036684E-04,  9.164455976238628E-03,  1.586776363665084E+00, -1.135985772304712E-03,
2462975.500000000, A.D. 2031-Apr-19 00:00:00.0000, -1.286293073024352E+00, -9.271190968150166E-01,  1.211031970449424E-02,  8.714953911166319E-03, -1.014416138561047E-02, -4.262737762688212E-04,  9.157878571789596E-03,  1.585637521387807E+00, -1.141686793596174E-03,
2462976.500000000, A.D. 2031-Apr-20 00:00:00.0000, -1.277530471405760E+00, -9.372286273442910E-01,  1.168360389118882E-02,  8.810174686430182E-03, -1.007474960500915E-02, -4.271528886160263E-04,  9.151268449245560E-03,  1.584493014147988E+00, -1.147315605749878E-03,
2462977.500000000, A.D. 2031-Apr-21 00:00:00.0000, -1.268672874407186E+00, -9.472682959815809E-01,  1.125602392788707E-02,  8.904943282081598E-03, -1.000443770731732E-02, -4.280020421989553E-04,  9.144626027656116E-03,  1.583342914501816E+00, -1.152871507085748E-03,
2462978.500000000, A.D. 2031-Apr-22 00:00:00.0000, -1.259720738365880E+00, -9.572372030350634E-01,  1.082760986159989E-02,  8.999251359615948E-03, -9.933226561915885E-03, -4.288210536167214E-04,  9.137951730089933E-03,  1.582187295701361E+00, -1.158353798113498E-03,
2462979.500000000, A.D. 2031-Apr-23 00:00:00.0000, -1.250674527986019E+00, -9.671344497021001E-01,  1.039839192571354E-02,  9.093090534912397E-03, -9.861117096709842E-03, -4.296097399771684E-04,  9.131245983638294E-03,  1.581026231695185E+00, -1.163761782997018E-03,
2462980.500000000, A.D. 2031-Apr-24 00:00:00.0000, -1.241534716385015E+00, -9.769591381367061E-01,  9.968400539452995E-03,  9.186452376610468E-03, -9.788110295448824E-03, -4.303679177817780E-04,  9.124509219424112E-03,  1.579859797129907E+00, -1.169094770871450E-03,
2462981.500000000, A.D. 2031-Apr-25 00:00:00.0000, -1.232301785140939E+00, -9.867103715182945E-01,  9.537666307879807E-03,  9.279328404526931E-03, -9.714207204004739E-03, -4.310954023023305E-04,  9.117741872616566E-03,  1.578688067352736E+00, -1.174352071806804E-03,
2462982.500000000, A.D. 2031-Apr-26 00:00:00.0000, -1.222976224340205E+00, -9.963872541207693E-01,  9.106220022101286E-03,  9.371710084794647E-03, -9.639408942493898E-03, -4.317920058784688E-04,  9.110944382443994E-03,  1.577511118413699E+00, -1.179532986388649E-03,
2462983.500000000, A.D. 2031-Apr-27 00:00:00.0000, -1.213558532624183E+00, -1.005988891382687E+00,  8.674092659057612E-03,  9.463588829205821E-03, -9.563716714427203E-03, -4.324575381593498E-04,  9.104117192201321E-03,  1.576329027066934E+00, -1.184636800171504E-03,
2462984.500000000, A.D. 2031-Apr-28 00:00:00.0000, -1.204049217234574E+00, -1.015514389979745E+00,  8.241315380761035E-03,  9.554956004232180E-03, -9.487131804435977E-03, -4.330918101741470E-04,  9.097260749256203E-03,  1.575141870771750E+00, -1.189662792625566E-03,
2462985.500000000, A.D. 2031-Apr-29 00:00:00.0000, -1.194448794058725E+00, -1.024962857899376E+00,  7.807919533533317E-03,  9.645802940522601E-03, -9.409655569698996E-03, -4.336946380576925E-04,  9.090375505058838E-03,  1.573949727694325E+00, -1.194610250391110E-03,
2462986.500000000, A.D. 2031-Apr-30 00:00:00.0000, -1.184757787675638E+00, -1.034333404516009E+00,  7.373936647664241E-03,  9.736120933273465E-03, -9.331289437280189E-03, -4.342658427654266E-04,  9.083461915153305E-03,  1.572752676709671E+00, -1.199478469825738E-03,
2462987.500000000, A.D. 2031-May-01 00:00:00.0000, -1.174976731401877E+00, -1.043625140666291E+00,  6.939398437186728E-03,  9.825901234635823E-03, -9.252034906637634E-03, -4.348052464711695E-04,  9.076520439184053E-03,  1.571550797402758E+00, -1.204266750293116E-03,
2462988.500000000, A.D. 2031-May-02 00:00:00.0000, -1.165106167336374E+00, -1.052837178725325E+00,  6.504336799293595E-03,  9.915135045068489E-03, -9.171893550293034E-03, -4.353126684431661E-04,  9.069551540896992E-03,  1.570344170068701E+00, -1.208974388110271E-03,
2462989.500000000, A.D. 2031-May-03 00:00:00.0000, -1.155146646404620E+00, -1.061968632685340E+00,  6.068783813534209E-03,  1.000381350989685E-02, -9.090867015347703E-03, -4.357879233313213E-04,  9.062555688142787E-03,  1.569132875713330E+00, -1.213600674086360E-03,
2462990.500000000, A.D. 2031-May-04 00:00:00.0000, -1.145098728403324E+00, -1.071018618236840E+00,  5.632771741290800E-03,  1.009192772421541E-02, -9.008957032682978E-03, -4.362308237112559E-04,  9.055533352887673E-03,  1.567916996055069E+00, -1.218144892044735E-03,
2462991.500000000, A.D. 2031-May-05 00:00:00.0000, -1.134962982045411E+00, -1.079986252850915E+00,  5.196333025536160E-03,  1.017946874277451E-02, -8.926165427436955E-03, -4.366411850780239E-04,  9.048485011226029E-03,  1.566696613527100E+00, -1.222606319630994E-03,
2462992.500000000, A.D. 2031-May-06 00:00:00.0000, -1.124739985003964E+00, -1.088870655861815E+00,  4.759500290307323E-03,  1.026642758504406E-02, -8.842494117903922E-03, -4.370188280102220E-04,  9.041411143385159E-03,  1.565471811278207E+00, -1.226984233015922E-03,
2462993.500000000, A.D. 2031-May-07 00:00:00.0000, -1.114430323954509E+00, -1.097670948550539E+00,  4.322306339610763E-03,  1.035279523240561E-02, -8.757945105185400E-03, -4.373635760976636E-04,  9.034312233722742E-03,  1.564242673172320E+00, -1.231277912380268E-03,
2462994.500000000, A.D. 2031-May-08 00:00:00.0000, -1.104034594616682E+00, -1.106386254230608E+00,  3.884784156190442E-03,  1.043856262523964E-02, -8.672520465865441E-03, -4.376752538511188E-04,  9.027188770726242E-03,  1.563009283788422E+00, -1.235486645723128E-03,
2462995.500000000, A.D. 2031-May-09 00:00:00.0000, -1.093553401796530E+00, -1.115015698335768E+00,  3.446966900732147E-03,  1.052372066243828E-02, -8.586222353850412E-03, -4.379536861663876E-04,  9.020041247018593E-03,  1.561771728421531E+00, -1.239609728265518E-03,
2462996.500000000, A.D. 2031-May-10 00:00:00.0000, -1.082987359429242E+00, -1.123558408508418E+00,  3.008887911494882E-03,  1.060826019783611E-02, -8.499053009615331E-03, -4.381986968113485E-04,  9.012870159364238E-03,  1.560530093083743E+00, -1.243646454396377E-03,
2462997.500000000, A.D. 2031-May-11 00:00:00.0000, -1.072337090621009E+00, -1.132013514688698E+00,  2.570580703784148E-03,  1.069217203487993E-02, -8.411014771002742E-03, -4.384101063185941E-04,  9.005676008669651E-03,  1.559284464504326E+00, -1.247596107140807E-03,
2462998.500000000, A.D. 2031-May-12 00:00:00.0000, -1.061603227689220E+00, -1.140380149205623E+00,  2.132078968875023E-03,  1.077544692974245E-02, -8.322110078568104E-03, -4.385877335753482E-04,  8.998459299981163E-03,  1.558034930129340E+00, -1.251457957252770E-03,
2462999.500000000, A.D. 2031-May-13 00:00:00.0000, -1.050786412201696E+00, -1.148657446870966E+00,  1.693416572648532E-03,  1.085807560375076E-02, -8.232341471701982E-03, -4.387314011335622E-04,  8.991220542486101E-03,  1.556781578121840E+00, -1.255231275159361E-03,
2463000.500000000, A.D. 2031-May-14 00:00:00.0000, -1.039887295015964E+00, -1.156844545074672E+00,  1.254627554478771E-03,  1.094004875137830E-02, -8.141711582598425E-03, -4.388409381662169E-04,  8.983960249516594E-03,  1.555524497362528E+00, -1.258915341267023E-03,
2463001.500000000, A.D. 2031-May-15 00:00:00.0000, -1.028906536318442E+00, -1.164940583880448E+00,  8.157461263961049E-04,  1.102135703663771E-02, -8.050223135790726E-03, -4.389161783255879E-04,  8.976678938549370E-03,  1.554263777449721E+00, -1.262509444382659E-03,
2463002.500000000, A.D. 2031-May-16 00:00:00.0000, -1.017844805662429E+00, -1.172944706121814E+00,  3.768066720407289E-04,  1.110199108415083E-02, -7.957878949178408E-03, -4.389569553008890E-04,  8.969377131198344E-03,  1.552999508698069E+00, -1.266012875737636E-03,
2463003.500000000, A.D. 2031-May-17 00:00:00.0000, -1.006702782004678E+00, -1.180856057500185E+00, -6.215625475749093E-05,  1.118194147323970E-02, -7.864681933409907E-03, -4.389630996778904E-04,  8.962055353205951E-03,  1.551731782137054E+00, -1.269424926600042E-03,
2463004.500000000, A.D. 2031-May-18 00:00:00.0000, -9.954811537416205E-01, -1.188673786685719E+00, -5.011079313214866E-04,  1.126119873850265E-02, -7.770635096128761E-03, -4.389344389785160E-04,  8.954714134440890E-03,  1.550460689510596E+00, -1.272744886646670E-03,
2463005.500000000, A.D. 2031-May-19 00:00:00.0000, -9.841806187458748E-01, -1.196397045420075E+00, -9.400134670600678E-04,  1.133975337625529E-02, -7.675741554490335E-03, -4.388708008907858E-04,  8.947354008900973E-03,  1.549186323277551E+00, -1.275972039582062E-03,
2463006.500000000, A.D. 2031-May-20 00:00:00.0000, -9.728018844019852E-01, -1.204024988619876E+00, -1.378837804395969E-03,  1.141759585277289E-02, -7.580004543654246E-03, -4.387720172445564E-04,  8.939975514711793E-03,  1.547908776611476E+00, -1.279105662411993E-03,
2463007.500000000, A.D. 2031-May-21 00:00:00.0000, -9.613456676400519E-01, -1.211556774480953E+00, -1.817545720278552E-03,  1.149471660748330E-02, -7.483427410690719E-03, -4.386379248586498E-04,  8.932579194116535E-03,  1.546628143398870E+00, -1.282145032453960E-03,
2463008.500000000, A.D. 2031-May-22 00:00:00.0000, -9.498126949675967E-01, -1.218991564584467E+00, -2.256101828148918E-03,  1.157110605135956E-02, -7.386013603055437E-03, -4.384683637124546E-04,  8.925165593463484E-03,  1.545344518237003E+00, -1.285089435820847E-03,
2463009.500000000, A.D. 2031-May-23 00:00:00.0000, -9.382037025011404E-01, -1.226328524005330E+00, -2.694470579703825E-03,  1.164675456616957E-02, -7.287766664964059E-03, -4.382631758004579E-04,  8.917735263198714E-03,  1.544057996432661E+00, -1.287938170666439E-03,
2463010.500000000, A.D. 2031-May-24 00:00:00.0000, -9.265194359980684E-01, -1.233566821421918E+00, -3.132616266137794E-03,  1.172165250314313E-02, -7.188690243439333E-03, -4.380222042257870E-04,  8.910288757861427E-03,  1.542768674001330E+00, -1.290690542571718E-03,
2463011.500000000, A.D. 2031-May-25 00:00:00.0000, -9.147606508877585E-01, -1.240705629226297E+00, -3.570503019268339E-03,  1.179579017740868E-02, -7.088788097986225E-03, -4.377452906258458E-04,  8.902826636074437E-03,  1.541476647665552E+00, -1.293345854441135E-03,
2463012.500000000, A.D. 2031-May-26 00:00:00.0000, -9.029281123008023E-01, -1.247744123635889E+00, -4.008094813099261E-03,  1.186915786454976E-02, -6.988064108673581E-03, -4.374322735965356E-04,  8.895349460530003E-03,  1.540182014852470E+00, -1.295903398933083E-03,
2463013.500000000, A.D. 2031-May-27 00:00:00.0000, -8.910225950964465E-01, -1.254681484807938E+00, -4.445355465821728E-03,  1.194174580877730E-02, -6.886522278952425E-03, -4.370829922212020E-04,  8.887857797978183E-03,  1.538884873691815E+00, -1.298362461863759E-03,
2463014.500000000, A.D. 2031-May-28 00:00:00.0000, -8.790448838892274E-01, -1.261516896956446E+00, -4.882248641797121E-03,  1.201354423696145E-02, -6.784166732182886E-03, -4.366972918656296E-04,  8.880352219219923E-03,  1.537585323014708E+00, -1.300722333755099E-03,
2463015.500000000, A.D. 2031-May-29 00:00:00.0000, -8.669957730751516E-01, -1.268249548469852E+00, -5.318737853254163E-03,  1.208454336299472E-02, -6.681001707845457E-03, -4.362750253680806E-04,  8.872833299097972E-03,  1.536283462352086E+00, -1.302982315777785E-03,
2463016.500000000, A.D. 2031-May-30 00:00:00.0000, -8.548760668565979E-01, -1.274878632028798E+00, -5.754786462014820E-03,  1.215473338086475E-02, -6.577031560970536E-03, -4.358160491829952E-04,  8.865301616479615E-03,  1.534979391931712E+00, -1.305141716751639E-03,
2463017.500000000, A.D. 2031-May-31 00:00:00.0000, -8.426865792651977E-01, -1.281403344725229E+00, -6.190357681614667E-03,  1.222410445688701E-02, -6.472260761128687E-03, -4.353202191401458E-04,  8.857757754234669E-03,  1.533673212674366E+00, -1.307199850450519E-03,
2463018.500000000, A.D. 2031-Jun-01 00:00:00.0000, -8.304281341833223E-01, -1.287822888184165E+00, -6.625414579592972E-03,  1.229264672773732E-02, -6.366693892563395E-03, -4.347873888781206E-04,  8.850202299217553E-03,  1.532365026190740E+00, -1.309156035534020E-03,
2463019.500000000, A.D. 2031-Jun-02 00:00:00.0000, -8.181015653652763E-01, -1.294136468687884E+00, -7.059920079433964E-03,  1.236035030366806E-02, -6.260335662516194E-03, -4.342174110499937E-04,  8.842635842255944E-03,  1.531054934779477E+00, -1.311009591484368E-03,
2463020.500000000, A.D. 2031-Jun-03 00:00:00.0000, -8.057077164579209E-01, -1.300343297301271E+00, -7.493836962215839E-03,  1.242720527475160E-02, -6.153190915052580E-03, -4.336101403277703E-04,  8.835058978138998E-03,  1.529743041425126E+00, -1.312759831156098E-03,
2463021.500000000, A.D. 2031-Jun-04 00:00:00.0000, -7.932474410191559E-01, -1.306442589997867E+00, -7.927127868629027E-03,  1.249320171780731E-02, -6.045264634919217E-03, -4.329654363320390E-04,  8.827472305597996E-03,  1.528429449794795E+00, -1.314406061603709E-03,
2463022.500000000, A.D. 2031-Jun-05 00:00:00.0000, -7.807216025336225E-01, -1.312433567787407E+00, -8.359755301674866E-03,  1.255832969967010E-02, -5.936561937005918E-03, -4.322831640157027E-04,  8.819876427281634E-03,  1.527114264233870E+00, -1.315947595075615E-03,
2463023.500000000, A.D. 2031-Jun-06 00:00:00.0000, -7.681310744268188E-01, -1.318315456845629E+00, -8.791681629514001E-03,  1.262257927753160E-02, -5.827088056309599E-03, -4.315631925043165E-04,  8.812271949733845E-03,  1.525797589762179E+00, -1.317383758337395E-03,
2463024.500000000, A.D. 2031-Jun-07 00:00:00.0000, -7.554767400788985E-01, -1.324087488645816E+00, -9.222869087855884E-03,  1.268594049872255E-02, -5.716848349034086E-03, -4.308053941751825E-04,  8.804659483375454E-03,  1.524479532070810E+00, -1.318713892396205E-03,
2463025.500000000, A.D. 2031-Jun-08 00:00:00.0000, -7.427594928377567E-01, -1.329748900090959E+00, -9.653279781995755E-03,  1.274840339730854E-02, -5.605848300799692E-03, -4.300096426964644E-04,  8.797039642482667E-03,  1.523160197518392E+00, -1.319937344539677E-03,
2463026.500000000, A.D. 2031-Jun-09 00:00:00.0000, -7.299802360300438E-01, -1.335298933646694E+00, -1.008287568909239E-02,  1.280995798813645E-02, -5.494093534480927E-03, -4.291758099521734E-04,  8.789413045159180E-03,  1.521839693126263E+00, -1.321053459511718E-03,
2463027.500000000, A.D. 2031-Jun-10 00:00:00.0000, -7.171398829696656E-01, -1.340736837476459E+00, -1.051161866094157E-02,  1.287059426761274E-02, -5.381589815751324E-03, -4.283037660079576E-04,  8.781780313308262E-03,  1.520518126573635E+00, -1.322061576030298E-03,
2463028.500000000, A.D. 2031-Jun-11 00:00:00.0000, -7.042393569645469E-01, -1.346061865579568E+00, -1.093947042692261E-02,  1.293030222656543E-02, -5.268343055220099E-03, -4.273933844607898E-04,  8.774142072610944E-03,  1.519195606193820E+00, -1.322961031803150E-03,
2463029.500000000, A.D. 2031-Jun-12 00:00:00.0000, -6.912795913223230E-01, -1.351273277930845E+00, -1.136639259674216E-02,  1.298907186322445E-02, -5.154359306023656E-03, -4.264445475255764E-04,  8.766498952505582E-03,  1.517872240970692E+00, -1.323751172067862E-03,
2463030.500000000, A.D. 2031-Jun-13 00:00:00.0000, -6.782615293544796E-01, -1.356370340620298E+00, -1.179234666308963E-02,  1.304689318309036E-02, -5.039644760482862E-03, -4.254571449455267E-04,  8.758851586159643E-03,  1.516548140533799E+00, -1.324431352674038E-03,
2463031.500000000, A.D. 2031-Jun-14 00:00:00.0000, -6.651861243780097E-01, -1.361352325993259E+00, -1.221729400460946E-02,  1.310375619079784E-02, -4.924205747766332E-03, -4.244310692424912E-04,  8.751200610433324E-03,  1.515223415152066E+00, -1.325000938954589E-03,
2463032.500000000, A.D. 2031-Jun-15 00:00:00.0000, -6.520543397146465E-01, -1.366218512792581E+00, -1.264119588922047E-02,  1.315965088566166E-02, -4.808048731893791E-03, -4.233662126455921E-04,  8.743546665843838E-03,  1.513898175727610E+00, -1.325459306410645E-03,
2463033.500000000, A.D. 2031-Jun-16 00:00:00.0000, -6.388671486887924E-01, -1.370968186303415E+00, -1.306401347729564E-02,  1.321456726326051E-02, -4.691180314697405E-03, -4.222624669820336E-04,  8.735890396536175E-03,  1.512572533790680E+00, -1.325805839794804E-03,
2463034.500000000, A.D. 2031-Jun-17 00:00:00.0000, -6.256255346246488E-01, -1.375600638499499E+00, -1.348570782440496E-02,  1.326849531934191E-02, -4.573607247746810E-03, -4.211197251213573E-04,  8.728232450256123E-03,  1.511246601494981E+00, -1.326039924938128E-03,
2463035.500000000, A.D. 2031-Jun-18 00:00:00.0000, -6.123304908413836E-01, -1.380115168190035E+00, -1.390623988408982E-02,  1.332142505537361E-02, -4.455336444369111E-03, -4.199378833485069E-04,  8.720573478317747E-03,  1.509920491612049E+00, -1.326160940778983E-03,
2463036.500000000, A.D. 2031-Jun-19 00:00:00.0000, -5.989830206449442E-01, -1.384511081167590E+00, -1.432557051129187E-02,  1.337334648565004E-02, -4.336374977485551E-03, -4.187168438016135E-04,  8.712914135564537E-03,  1.508594317524518E+00, -1.326168264568480E-03,
2463037.500000000, A.D. 2031-Jun-20 00:00:00.0000, -5.855841373168651E-01, -1.388787690357926E+00, -1.474366046630580E-02,  1.342424964201357E-02, -4.216730066729903E-03, -4.174565150694701E-04,  8.705255080330394E-03,  1.507268193219371E+00, -1.326061285829560E-03,
2463038.500000000, A.D. 2031-Jun-21 00:00:00.0000, -5.721348641016257E-01, -1.392944315971688E+00, -1.516047041852484E-02,  1.347412457534195E-02, -4.096409072147054E-03, -4.161568114205639E-04,  8.697596974404117E-03,  1.505942233281785E+00, -1.325839413162230E-03,
2463039.500000000, A.D. 2031-Jun-22 00:00:00.0000, -5.586362341930370E-01, -1.396980285656854E+00, -1.557596094969356E-02,  1.352296135408270E-02, -3.975419499117830E-03, -4.148176512324320E-04,  8.689940482992447E-03,  1.504616552888738E+00, -1.325502069702352E-03,
2463040.500000000, A.D. 2031-Jun-23 00:00:00.0000, -5.450892907184873E-01, -1.400894934651382E+00, -1.599009255714244E-02,  1.357075005908926E-02, -3.853769005948044E-03, -4.134389539427618E-04,  8.682286274676010E-03,  1.503291267801376E+00, -1.325048684843848E-03,
2463041.500000000, A.D. 2031-Jun-24 00:00:00.0000, -5.314950867200433E-01, -1.404687605937117E+00, -1.640282565748365E-02,  1.361748077971746E-02, -3.731465408925510E-03, -4.120206374933964E-04,  8.674635021361838E-03,  1.501966494356796E+00, -1.324478688981366E-03,
2463042.500000000, A.D. 2031-Jun-25 00:00:00.0000, -5.178546851328141E-01, -1.408357650396244E+00, -1.681412059063686E-02,  1.366314362005417E-02, -3.608516686753020E-03, -4.105626204185912E-04,  8.666987398240844E-03,  1.500642349460681E+00, -1.323791512495077E-03,
2463043.500000000, A.D. 2031-Jun-26 00:00:00.0000, -5.041691587614791E-01, -1.411904426969903E+00, -1.722393762375056E-02,  1.370772871446913E-02, -3.484930983187574E-03, -4.090648281518571E-04,  8.659344083750332E-03,  1.499318950580808E+00, -1.322986589214258E-03,
2463044.500000000, A.D. 2031-Jun-27 00:00:00.0000, -4.904395902548658E-01, -1.415327302817141E+00, -1.763223695497054E-02,  1.375122623722902E-02, -3.360716604603017E-03, -4.075271962893820E-04,  8.651705759531650E-03,  1.497996415739717E+00, -1.322063362010430E-03,
2463045.500000000, A.D. 2031-Jun-28 00:00:00.0000, -4.766670720776077E-01, -1.418625653473529E+00, -1.803897871741638E-02,  1.379362639871312E-02, -3.235882015023419E-03, -4.059496674647499E-04,  8.644073110377357E-03,  1.496674863505566E+00, -1.321021286238800E-03,
2463046.500000000, A.D. 2031-Jun-29 00:00:00.0000, -4.628527064784677E-01, -1.421798863010727E+00, -1.844412298359328E-02,  1.383491943872566E-02, -3.110435831824730E-03, -4.043321868561648E-04,  8.636446824174549E-03,  1.495354412982312E+00, -1.319859832059928E-03,
2463047.500000000, A.D. 2031-Jun-30 00:00:00.0000, -4.489976054561673E-01, -1.424846324198223E+00, -1.884762976989437E-02,  1.387509562613625E-02, -2.984386824712173E-03, -4.026747007018801E-04,  8.628827591852998E-03,  1.494035183800737E+00, -1.318578486047208E-03,
2463048.500000000, A.D. 2031-Jul-01 00:00:00.0000, -4.351028907237210E-01, -1.427767438666723E+00, -1.924945904071407E-02,  1.391414526230330E-02, -2.857743922445072E-03, -4.009771569070164E-04,  8.621216107337303E-03,  1.492717296110162E+00, -1.317176746614111E-03,
2463049.500000000, A.D. 2031-Jul-02 00:00:00.0000, -4.211696936708389E-01, -1.430561617071944E+00, -1.964957071228689E-02,  1.395205868430804E-02, -2.730516226030061E-03, -3.992395059907529E-04,  8.613613067495234E-03,  1.491400870569499E+00, -1.315654112997447E-03,
2463050.500000000, A.D. 2031-Jul-03 00:00:00.0000, -4.071991553228472E-01, -1.433228279258709E+00, -2.004792465692890E-02,  1.398882627077269E-02, -2.602713016077470E-03, -3.974617031019486E-04,  8.606019172079335E-03,  1.490086028337146E+00, -1.314010080268278E-03,
2463051.500000000, A.D. 2031-Jul-04 00:00:00.0000, -3.931924262954980E-01, -1.435766854426339E+00, -2.044448070799289E-02,  1.402443845075223E-02, -2.474343745021158E-03, -3.956437106727803E-04,  8.598435123666804E-03,  1.488772891060575E+00, -1.312244149423494E-03,
